VMM=0, CKTPrunning=1, PDAC=40, XADC=779, MMFE8=125
VMM=1, CKTPrunning=1, PDAC=40, XADC=623, MMFE8=125
VMM=2, CKTPrunning=1, PDAC=40, XADC=582, MMFE8=125
VMM=3, CKTPrunning=1, PDAC=40, XADC=592, MMFE8=125
VMM=4, CKTPrunning=1, PDAC=40, XADC=575, MMFE8=125
VMM=5, CKTPrunning=1, PDAC=40, XADC=655, MMFE8=125
VMM=6, CKTPrunning=1, PDAC=40, XADC=650, MMFE8=125
VMM=7, CKTPrunning=1, PDAC=40, XADC=639, MMFE8=125
VMM=0, CKTPrunning=1, PDAC=40, XADC=779, MMFE8=125
VMM=1, CKTPrunning=1, PDAC=40, XADC=624, MMFE8=125
VMM=2, CKTPrunning=1, PDAC=40, XADC=583, MMFE8=125
VMM=3, CKTPrunning=1, PDAC=40, XADC=592, MMFE8=125
VMM=4, CKTPrunning=1, PDAC=40, XADC=579, MMFE8=125
VMM=5, CKTPrunning=1, PDAC=40, XADC=659, MMFE8=125
VMM=6, CKTPrunning=1, PDAC=40, XADC=654, MMFE8=125
VMM=7, CKTPrunning=1, PDAC=40, XADC=639, MMFE8=125
VMM=0, CKTPrunning=1, PDAC=40, XADC=782, MMFE8=125
VMM=1, CKTPrunning=1, PDAC=40, XADC=624, MMFE8=125
VMM=2, CKTPrunning=1, PDAC=40, XADC=583, MMFE8=125
VMM=3, CKTPrunning=1, PDAC=40, XADC=593, MMFE8=125
VMM=4, CKTPrunning=1, PDAC=40, XADC=580, MMFE8=125
VMM=5, CKTPrunning=1, PDAC=40, XADC=658, MMFE8=125
VMM=6, CKTPrunning=1, PDAC=40, XADC=655, MMFE8=125
VMM=7, CKTPrunning=1, PDAC=40, XADC=640, MMFE8=125
VMM=0, CKTPrunning=1, PDAC=40, XADC=779, MMFE8=125
VMM=1, CKTPrunning=1, PDAC=40, XADC=625, MMFE8=125
VMM=2, CKTPrunning=1, PDAC=40, XADC=584, MMFE8=125
VMM=3, CKTPrunning=1, PDAC=40, XADC=595, MMFE8=125
VMM=4, CKTPrunning=1, PDAC=40, XADC=578, MMFE8=125
VMM=5, CKTPrunning=1, PDAC=40, XADC=658, MMFE8=125
VMM=6, CKTPrunning=1, PDAC=40, XADC=654, MMFE8=125
VMM=7, CKTPrunning=1, PDAC=40, XADC=640, MMFE8=125
VMM=0, CKTPrunning=1, PDAC=40, XADC=782, MMFE8=125
VMM=1, CKTPrunning=1, PDAC=40, XADC=624, MMFE8=125
VMM=2, CKTPrunning=1, PDAC=40, XADC=583, MMFE8=125
VMM=3, CKTPrunning=1, PDAC=40, XADC=594, MMFE8=125
VMM=4, CKTPrunning=1, PDAC=40, XADC=578, MMFE8=125
VMM=5, CKTPrunning=1, PDAC=40, XADC=659, MMFE8=125
VMM=6, CKTPrunning=1, PDAC=40, XADC=656, MMFE8=125
VMM=7, CKTPrunning=1, PDAC=40, XADC=640, MMFE8=125
VMM=0, CKTPrunning=1, PDAC=40, XADC=779, MMFE8=125
VMM=1, CKTPrunning=1, PDAC=40, XADC=624, MMFE8=125
VMM=2, CKTPrunning=1, PDAC=40, XADC=584, MMFE8=125
VMM=3, CKTPrunning=1, PDAC=40, XADC=593, MMFE8=125
VMM=4, CKTPrunning=1, PDAC=40, XADC=579, MMFE8=125
VMM=5, CKTPrunning=1, PDAC=40, XADC=656, MMFE8=125
VMM=6, CKTPrunning=1, PDAC=40, XADC=652, MMFE8=125
VMM=7, CKTPrunning=1, PDAC=40, XADC=639, MMFE8=125
VMM=0, CKTPrunning=1, PDAC=40, XADC=780, MMFE8=125
VMM=1, CKTPrunning=1, PDAC=40, XADC=624, MMFE8=125
VMM=2, CKTPrunning=1, PDAC=40, XADC=582, MMFE8=125
VMM=3, CKTPrunning=1, PDAC=40, XADC=594, MMFE8=125
VMM=4, CKTPrunning=1, PDAC=40, XADC=575, MMFE8=125
VMM=5, CKTPrunning=1, PDAC=40, XADC=658, MMFE8=125
VMM=6, CKTPrunning=1, PDAC=40, XADC=654, MMFE8=125
VMM=7, CKTPrunning=1, PDAC=40, XADC=640, MMFE8=125
VMM=0, CKTPrunning=1, PDAC=40, XADC=92, MMFE8=125
VMM=1, CKTPrunning=1, PDAC=40, XADC=89, MMFE8=125
VMM=2, CKTPrunning=1, PDAC=40, XADC=66, MMFE8=125
VMM=3, CKTPrunning=1, PDAC=40, XADC=122, MMFE8=125
VMM=4, CKTPrunning=1, PDAC=40, XADC=74, MMFE8=125
VMM=5, CKTPrunning=1, PDAC=40, XADC=105, MMFE8=125
VMM=6, CKTPrunning=1, PDAC=40, XADC=107, MMFE8=125
VMM=7, CKTPrunning=1, PDAC=40, XADC=98, MMFE8=125
VMM=0, CKTPrunning=1, PDAC=40, XADC=92, MMFE8=125
VMM=1, CKTPrunning=1, PDAC=40, XADC=87, MMFE8=125
VMM=2, CKTPrunning=1, PDAC=40, XADC=68, MMFE8=125
VMM=3, CKTPrunning=1, PDAC=40, XADC=121, MMFE8=125
VMM=4, CKTPrunning=1, PDAC=40, XADC=73, MMFE8=125
VMM=5, CKTPrunning=1, PDAC=40, XADC=105, MMFE8=125
VMM=6, CKTPrunning=1, PDAC=40, XADC=106, MMFE8=125
VMM=7, CKTPrunning=1, PDAC=40, XADC=100, MMFE8=125
VMM=0, CKTPrunning=1, PDAC=40, XADC=93, MMFE8=125
VMM=1, CKTPrunning=1, PDAC=40, XADC=87, MMFE8=125
VMM=2, CKTPrunning=1, PDAC=40, XADC=66, MMFE8=125
VMM=3, CKTPrunning=1, PDAC=40, XADC=122, MMFE8=125
VMM=4, CKTPrunning=1, PDAC=40, XADC=75, MMFE8=125
VMM=5, CKTPrunning=1, PDAC=40, XADC=106, MMFE8=125
VMM=6, CKTPrunning=1, PDAC=40, XADC=107, MMFE8=125
VMM=7, CKTPrunning=1, PDAC=40, XADC=99, MMFE8=125
VMM=0, CKTPrunning=1, PDAC=40, XADC=95, MMFE8=125
VMM=1, CKTPrunning=1, PDAC=40, XADC=88, MMFE8=125
VMM=2, CKTPrunning=1, PDAC=40, XADC=67, MMFE8=125
VMM=3, CKTPrunning=1, PDAC=40, XADC=121, MMFE8=125
VMM=4, CKTPrunning=1, PDAC=40, XADC=76, MMFE8=125
VMM=5, CKTPrunning=1, PDAC=40, XADC=106, MMFE8=125
VMM=6, CKTPrunning=1, PDAC=40, XADC=106, MMFE8=125
VMM=7, CKTPrunning=1, PDAC=40, XADC=102, MMFE8=125
VMM=0, CKTPrunning=1, PDAC=40, XADC=95, MMFE8=125
VMM=1, CKTPrunning=1, PDAC=40, XADC=88, MMFE8=125
VMM=2, CKTPrunning=1, PDAC=40, XADC=67, MMFE8=125
VMM=3, CKTPrunning=1, PDAC=40, XADC=121, MMFE8=125
VMM=4, CKTPrunning=1, PDAC=40, XADC=76, MMFE8=125
VMM=5, CKTPrunning=1, PDAC=40, XADC=107, MMFE8=125
VMM=6, CKTPrunning=1, PDAC=40, XADC=107, MMFE8=125
VMM=7, CKTPrunning=1, PDAC=40, XADC=99, MMFE8=125
VMM=0, CKTPrunning=1, PDAC=40, XADC=94, MMFE8=125
VMM=1, CKTPrunning=1, PDAC=40, XADC=87, MMFE8=125
VMM=2, CKTPrunning=1, PDAC=40, XADC=69, MMFE8=125
VMM=3, CKTPrunning=1, PDAC=40, XADC=121, MMFE8=125
VMM=4, CKTPrunning=1, PDAC=40, XADC=76, MMFE8=125
VMM=5, CKTPrunning=1, PDAC=40, XADC=108, MMFE8=125
VMM=6, CKTPrunning=1, PDAC=40, XADC=106, MMFE8=125
VMM=7, CKTPrunning=1, PDAC=40, XADC=101, MMFE8=125
VMM=0, CKTPrunning=1, PDAC=40, XADC=97, MMFE8=125
VMM=1, CKTPrunning=1, PDAC=40, XADC=90, MMFE8=125
VMM=2, CKTPrunning=1, PDAC=40, XADC=68, MMFE8=125
VMM=3, CKTPrunning=1, PDAC=40, XADC=122, MMFE8=125
VMM=4, CKTPrunning=1, PDAC=40, XADC=77, MMFE8=125
VMM=5, CKTPrunning=1, PDAC=40, XADC=106, MMFE8=125
VMM=6, CKTPrunning=1, PDAC=40, XADC=108, MMFE8=125
VMM=7, CKTPrunning=1, PDAC=40, XADC=101, MMFE8=125
VMM=0, CKTPrunning=1, PDAC=40, XADC=98, MMFE8=125
VMM=1, CKTPrunning=1, PDAC=40, XADC=89, MMFE8=125
VMM=2, CKTPrunning=1, PDAC=40, XADC=70, MMFE8=125
VMM=3, CKTPrunning=1, PDAC=40, XADC=124, MMFE8=125
VMM=4, CKTPrunning=1, PDAC=40, XADC=76, MMFE8=125
VMM=5, CKTPrunning=1, PDAC=40, XADC=108, MMFE8=125
VMM=6, CKTPrunning=1, PDAC=40, XADC=109, MMFE8=125
VMM=7, CKTPrunning=1, PDAC=40, XADC=100, MMFE8=125
VMM=0, CKTPrunning=1, PDAC=40, XADC=97, MMFE8=125
VMM=1, CKTPrunning=1, PDAC=40, XADC=93, MMFE8=125
VMM=2, CKTPrunning=1, PDAC=40, XADC=69, MMFE8=125
VMM=3, CKTPrunning=1, PDAC=40, XADC=124, MMFE8=125
